42.3	98
31	98
32	98
33	118.7
34	139.7
35	156
36	165.9
37	162.9
38	141.3
39	99.2
40	41.1
41	-17.4
42	-67
43	-99.2
44	-117.9
45	-124.6
46	-122.5
47	-113.8
48	-94.2
49	-65.3
50	-31.5
51	5.2
52	37.2
53	58.7
54	64.3
55	48.9
56	20.8
57	-8.2
58	-24.7
59	-20.9
60	4.5
61	44.2
62	76.9
63	116.1
64	210
65	337.8
66	376.9
67	312.7
68	159.2
69	-45.3
70	-205.6
71	-334
72	-381
73	-330
74	-261.7
75	-207
76	-164.9
77	-136.9
78	-114.2
79	-90.2
80	-62.2
81	-35.6
82	-17.7
83	-7.1
84	-3.7
85	-6.7
86	-11.2
87	-7.2
88	-8.5
89	-29.2
90	-72.1
91	-124
92	-157.3
93	-165
94	-155.6
95	-144.6
96	-139.7
97	-126.8
98	-93.6
99	-45.7
100	-2.3
101	18.4
102	24.6
103	28.6
104	31.1
105	33.6
106	34.4
107	32.7
108	33.5
109	33.3
110	35.2
111	38
112	38.7
113	39.6
114	39.4
115	41.1
116	42.3
117	44.2
118	46.1
119	47.4
120	47.8
121	46.8
122	47.1
123	49.2
124	51.3
125	51
126	49.8
127	49.4
128	49.3
129	49.8
130	49.2
131	48.3
132	47.3
133	46.2
134	47.4
135	50.4
136	53.6
137	55.4
138	57.1
139	59.9
140	64.7
141	69.7
142	67
143	54.4
144	37.3
145	25.1
146	24.8
147	31.8
148	36.9
149	37.1
150	35
151	29.8
152	21.5
153	14.5
154	12
155	18
156	27.9
157	37
158	47
159	54.3
160	59.6
161	52.6
162	37.7
163	20.2
164	9.5
165	10.1
166	12.1
167	13.8
168	12.7
169	13
170	14.6
171	18.2
172	21.7
173	26
174	30.9
175	33.8
176	37
177	40
178	41.6
179	44.9
180	46.2
181	45
182	42.4
183	37.8
184	34.4
185	32
186	29.7
187	29
188	28.1
189	27.5
190	27
191	27.8
192	31.9
193	33.2
194	35
195	35.8
196	37.4
197	40.3
198	39.6
199	38.1
200	38.2
201	37.1
202	36
203	33.4
204	30.1
205	29.3
206	30.2
207	31.3
208	32.4
209	33.2
210	33.3
211	36
212	37.1
213	39
214	39.7
215	40.3
216	41
217	38.8
218	40
219	40.9
220	42.7
221	44.6
222	43.7
223	44.3
224	45.7
225	46.4
226	46.4
227	44.4
228	44.9
229	48.7
230	53.2
231	56.3
232	57.5
233	58.8
234	59.4
235	62.8
236	66.7
237	73.7
238	76.5
239	71.7
240	60.9
241	44.7
242	29.7
243	12.1
244	-2.1
245	-10.6
246	-9.9
247	-1.5
248	7.9
249	17.7
250	24.9
251	34.1
252	41.5
253	49.2
254	54.7
255	55.8
256	54.5
257	47.4
258	37.8
259	25.4
260	16.6
261	11.1
262	9.9
263	12.4
264	15
265	19.7
266	22.4
267	25.6
268	27.6
269	25.7
270	22
271	14.5
272	10.6
273	3.5
274	-5.2
275	-13.1
276	-18.1
277	-20.8
278	-20.6
279	-18.1
280	-14.6
281	-5.4
282	-2
283	6.3
284	11.4
285	15.5
286	20.9
287	24.1
288	28.8
289	30.4
290	32.5
291	33.7
292	35.4
293	33.9
294	32.1
295	33.9
296	35.2
297	35
298	34.3
299	32
300	35.2
301	37
302	34.3
303	34
304	32.1
305	32.5
306	34.3
307	34.7
308	35.3
309	35.7
310	35.4
311	35.5
312	36.7
313	36.1
314	35.1
315	34.4
316	35.9
317	36.7
318	37.4
319	38.2
320	38.1
321	39.5
322	38.7
323	35.7
324	33.8
325	34.1
326	34.1
327	34.9
328	32.7
329	30.7
330	31.7
331	32.4
332	32
333	32.1
334	32.7
335	32.4
336	34.2
337	33.7
338	34
339	34.9
340	34.2
341	34.2
342	34.5
343	35.6
344	35
345	33
346	31.1
347	29.5
348	30.5
349	32.7
350	32.5
351	34
352	34.9
353	34.9
354	35.5
355	34.6
356	34.7
357	35.8
358	36.2
359	35.9
360	33.5
361	30.7
362	28.3
363	29
364	31.6
365	31.2
366	30.1
367	29
368	28.2
369	30.4
370	32.1
371	34.2
372	34.8
373	32.7
374	32.3
375	35
376	37
377	35.3
378	32.9
379	32.6
380	34.5
381	36.8
382	35.1
383	35.6
384	35.7
385	33.6
386	33.6
387	32.3
388	33.3
389	33.4
390	32.3
391	31.4
392	33.4
393	36
394	36.6
395	34.6
396	33
397	31.5
398	35
399	37
400	33.2
401	31.6
402	27
403	26.5
404	28.4
405	26.3
406	27.4
407	26.9
408	8.4
409	1
410	2.7
411	12.6
412	30.5
413	28.6
414	28.6
415	29.9
416	30.6
417	32.1
418	30.5
419	32.1
420	32.2
421	34.1
422	37.9
423	35.8
424	34.9
425	34.6
426	32.8
427	33.5
428	33.3
429	35.1
430	38
431	37
432	36.5
433	35.6
434	38
435	36.4
436	34.9
437	33.3
438	34.2
439	35.8
440	34.6
441	36
442	35.9
443	38.6
444	38.4
445	36.9
446	35.8
447	36.1
448	37.5
449	40.9
450	38.8
451	38.2
452	37.2
453	37.7
454	40.3
455	38.6
456	37.1
457	38.3
458	38.5
459	39.6
460	40.7
461	39.2
462	37
463	31.2
464	31
465	31.7
466	34.5
467	33.6
468	33.5
469	34.9
470	36.9
471	40.1
472	39.9
473	42.5
474	41
475	40.8
476	45
477	46.9
478	48
479	44.4
480	41.8
481	43.8
482	44.8
483	44.3
484	41.3
485	37.6
486	35.8
487	35.2
488	38.5
489	42.2
490	44.1
491	47.8
492	48.4
493	52.4
494	53.1
495	52.7
496	52.7
497	50.4
498	47.9
499	42.4
500	35.5
501	26.1
502	21.7
503	22.4
504	24.9
505	30.2
506	32.7
507	36.2
508	40.7
509	43.8
510	50.5
511	59.2
512	69
513	76.5
514	85.4
515	93.2
516	98.6
517	99.3
518	90.4
519	72.7
520	49.1
521	17.8
522	-11.6
523	-34.8
524	-46.8
525	-47
526	-42.2
527	-30.4
528	-21.6
529	-10.1
530	-0.3
531	3.9
532	7.6
533	10.1
534	14.8
535	23.2
536	28.5
537	30.6
538	33.1
539	33.3
540	35.1
541	39.4
542	40
543	39.3
544	39
545	37.6
546	40
547	40.6
548	42.7
549	43.3
550	42.6
551	40.3
552	38.7
553	39.4
554	40.7
555	42.7
556	43.7
557	43.3
558	40.2
559	40.3
560	42.7
561	44.1
562	41.2
563	38.4
564	38.7
565	39.2
566	40.4
567	41.1
568	41.3
569	41.5
570	37.6
571	39.5
572	42.5
573	43.3
574	40.8
575	37.9
576	39.2
577	41.4
578	41.9
579	41.4
580	43.9
581	43.7
582	40.9
583	42.9
584	41.8
585	42.8
586	43.6
587	41.8
588	41.9
589	37.4
590	35.3
591	38.2
592	44.1
593	42.3
594	41.5
595	38.6
596	38.5
597	41.8
598	44.4
599	44.6
600	45.2
601	41.7
602	39.5
603	42.9
604	43
605	44.7
606	43.2
607	43.4
608	43
609	43.5
610	42.8
611	40.9
612	41.5
613	16.3
614	2.7
615	2.2
616	17.8
617	45
618	44.8
619	45.9
620	45.7
621	47.9
622	44.8
623	42.8
624	42.6
625	44.9
626	46.5
627	44.8
628	42.3
629	42.3
630	42.3
